,0
2290,54
2291,59
2292,75
2293,41
2294,62
2295,47
2296,69
2297,57
2298,101
2299,57
2300,92
2301,67
2302,91
2303,76
2304,100
2305,113
2306,49
2307,106
2308,57
2309,88
2310,86
2311,69
2312,24
2313,107
2314,92
2315,60
2316,73
2317,124
2318,65
2319,114
2320,94
2321,83
2322,118
2323,104
2324,72
2325,97
2326,37
2327,68
2328,100
2329,88
2330,59
2331,84
2332,67
2333,76
2334,61
2335,65
2336,89
2337,83
2338,65
2339,68
2340,83
2341,86
2342,57
2343,72
2344,72
2345,109
2346,79
2347,68
2348,85
2349,83
2350,94
2351,106
2352,70
2353,76
2354,81
2355,94
2356,87
2357,102
2358,71
2359,88
2360,65
2361,60
2362,108
2363,112
2364,72
2365,43
2366,117
2367,103
2368,94
2369,85
2370,70
2371,145
2372,72
2373,75
2374,99
2375,58
2376,70
2377,63
2378,77
2379,73
2380,99
2381,99
2382,105
2383,57
2384,101
2385,88
2386,134
2387,126
2388,95
2389,64
2390,108
2391,86
2392,68
2393,77
2394,46
2395,125
2396,61
2397,84
2398,43
2399,65
2400,70
2401,63
2402,105
2403,65
2404,85
2405,88
2406,40
2407,92
2408,111
2409,52
2410,95
2411,118
2412,52
2413,34
2414,97
2415,91
2416,72
2417,108
2418,60
2419,100
2420,99
2421,48
2422,101
2423,83
2424,74
2425,75
2426,72
2427,66
2428,77
2429,38
2430,89
2431,78
2432,111
2433,109
2434,101
2435,43
2436,44
2437,60
2438,54
2439,46
2440,80
2441,107
2442,60
2443,60
2444,80
2445,121
2446,53
2447,96
2448,115
2449,57
2450,70
2451,68
2452,74
2453,65
2454,81
2455,105
2456,63
2457,111
2458,97
2459,130
2460,35
2461,47
2462,83
2463,91
2464,105
2465,97
2466,59
2467,83
2468,81
2469,98
2470,56
2471,69
2472,101
2473,57
2474,41
2475,83
2476,86
2477,65
2478,113
2479,61
2480,84
2481,88
2482,79
2483,95
2484,69
2485,77
2486,101
2487,83
2488,75
2489,68
2490,90
2491,82
2492,92
2493,54
2494,72
2495,55
2496,111
2497,84
2498,59
2499,59
2500,110
2501,62
2502,88
2503,48
2504,138
2505,61
2506,57
2507,86
2508,92
2509,82
2510,62
2511,50
2512,51
2513,131
2514,89
2515,69
2516,65
2517,72
2518,77
2519,99
2520,88
2521,99
2522,83
2523,115
